url,name,description
https://book.douban.com/subject/5906611/,独奏者,《独奏者》内容简介：一个偶然的机会，《洛杉矶时报》的专栏作家洛佩兹发现了一个奇特的流浪者，他在嘈杂的隧道边用只有两根弦的小提琴拉着贝多芬的乐曲。职业的敏感让洛佩兹感觉到这是一个绝好的新闻素材，于是将其写进自己的专栏。随着二人慢慢地接触，洛佩兹渐渐拼凑出这个奇特流浪者的过去，并试图为他找到开始新生活的机会……
https://book.douban.com/subject/10583075/,英国病人,迈克尔?翁达杰用优美而抒情的笔触，描绘了二次世界大战末期，意大利一栋废弃别墅里，四个伤心人的因缘际会。他们生活在世外桃源一般的风景中，却无法享受战争结束带来的和平与安宁。在战争中失去父亲与孩子，身心俱疲的安娜，固执地照顾着自己最后一个病人。卡拉瓦乔，因偷窃技能成为战争英雄，也因此失去了双手的拇指，他只能通过吗啡来重新想象自己是谁。印度士兵基普，聪明、机警，在这个除了他自己任何东西都不安全的地方拆除地雷和炸弹。全身被烧焦的英国病人，终日躺在病床上，陷于回忆和幻觉之中。为了拯救爱人，他担当卖国之名，深入大沙漠，但他整整迟到了三年
https://book.douban.com/subject/3026354/,造梦的雨果,在巴黎火车站二十七座时钟后墙的暗窄通道里，十二岁的男孩雨果一直过着不为人知的秘密生活。孤儿、守钟人和小偷──雨果以为自己终将以这三重身分悲惨的生活下去，甚至再也无法踏出这座车站……除非，他能修好那个会写字的机器人！雨果的爸爸生前是个钟表匠，曾在工作的博物馆里发现一个坏了的但精致巧妙的机器人，而雨果的父亲恰恰在修理这个机器人的过程中，在博物馆的一场离奇的大火中神秘死亡。雨果见到这个被当作垃圾丢弃的机器人之后，就有一种预感，他必须修好这个机器人，那样就可以读到爸爸预留的信息，明白父亲想要告诉自己的一切。为了修理机器人，雨果经常去玩具店老人那里偷取玩具，以便拆解出更多适合机器人的零件。不料却因此引出更复杂、更惊人的秘密！雨果的命运，也随之发生了翻天覆地的变化。魔术、电影、梦想……构成了这个复杂神奇的悬疑故事。
https://book.douban.com/subject/5942276/,战马,我在农场的最后一个夏天，艾伯特开始骑着我去放羊。我渐渐熟悉了教区的每个巷子、每棵树叶婆娑的橡树、每扇咣咣作响的大门。我们会在水花飞溅中穿过因诺森特矮林下的河流，还以电闪雷鸣般的速度飞奔到远处的弗尔尼山的山坡上。他不和我说话的时候，就一直吹口哨或者唱歌。他的口哨声我永远不会拒绝，也永远不会忘记。我一听见他吹口哨便跑过来，这样做并不是出于顺从，而是因为我总想和他待在一起。但是，我们不得不分开了，因为，战争开始了……
https://book.douban.com/subject/6833935/,老无所依,普利策小说奖得主科马克·麦卡锡的转型之作。故事发生在上世纪80年代得克萨斯州西南部的美墨边境，围绕三个人物（莫斯、苏格和贝尔）展开。猎手莫斯是一个越战老兵，一次打猎时发现了一个枪战遗迹，所有人都死了，只剩下一车海洛因和2400万美元现金。莫斯带走了钱，却因此被受雇追回这笔钱的杀手苏格追杀。警探贝尔一直为自己在二战时的行为所困扰，人到中年，他试图弥补21岁时犯下的错误，因此在调查毒品犯罪时，他想尽办法用法律保护莫斯和他年轻的妻子。该书于2007年被翻拍成电影，并获得第80届奥斯卡奖的四项重量级大奖。
https://book.douban.com/subject/1008988/,了不起的盖茨比,盖茨比为了久久地抱着的一个梦而付出了很高的代价。他死后，尼克发觉是汤姆暗中挑拨威尔逊去杀死盖茨比。他感到东部鬼影幢幢，世态炎凉，便决定回中西部老家去。这是一个简单的故事，却有着极悲凉的人生况味。
https://book.douban.com/subject/1038656/,我曾侍候过英国国王,《我曾侍候过英国国王(赫拉巴尔精品集)》讲述了：在中国，谁都知道米兰·昆德拉。但谁会知道博胡来米尔·赫拉巴尔？捷克作家博·赫拉巴尔，这位法学博士为自己重新建构的一生是这样的：服过兵役、当过推销员、仓库管理员、炼钢工，后来又做废品回收站打包工、舞台布景工。49岁时第一部作品才得以出版，而此后获得的国内、国际奖项多达30多个，很多作品被改编电影和戏剧，并获柏林电影节金奖及奥斯卡最佳外语片奖。这部小说以一个餐厅服务员的打经历，展示了捷克斯洛伐克近半世纪的社会生活画面。它又是一部作家回忆录式的“传记”，通篇描绘了旅馆、饭店、食堂、酒家和餐厅的生活，处处流露出布拉格帅克式的幽默、揶揄和调侃。赫拉巴尔的生命是这样结束的：1997年2月3日，人们发现原来即将愈出院的这位作家从医院五楼窗口坠落身亡，陆续推出的这套“赫拉巴尔精品集”，系中国青年出版社完整购进版权，著名
https://book.douban.com/subject/5447903/,留住一片情,兰登?卡特是小镇上首富的独生子，他喜欢在墓地吃水煮花生，因此也成了别人眼中的坏小子。兰登与乖乖女杰米一起长大，但绝非青梅竹马。虽然他们从小学到高中一直同窗共读，却因家庭背景、家族矛盾、个性差异而形同陌路。然而，高中毕业那年，他们却因一门选修课结缘，兰登与杰米逐渐熟悉，杰米的真诚、善良、纯洁和她对生活的热爱每天都在感染、改变着兰登。他们竟然不可思议地坠入了情网。就在他们尽情享受爱情甘醇的时刻，来自杰米父亲的阻挠、杰米时不时的迷离都困扰着兰登……
https://book.douban.com/subject/2229229/,穿条纹衣服的男孩,1943年夏天，一个9岁的男孩布鲁诺从生活舒适的柏林来到波兰。他的父亲接受了一项重要的新工作，从此成为了一位纳粹军官。他感到特别烦躁，他的家人还警告他不要访问一些被称作“篱笆”另一边的地方，那里其实是德国人的集中营。然而，在好奇心的驱使下，他穿着好朋友希姆尔（一个生活在集中营的犹太男孩）给他带的集中营的一件带条纹的囚衣（他以为是睡衣），混进了“篱笆”里，想一探究竟；然而，命运却和他开了一个天大的玩笑，他正赶上集中营转移杀害集中营中的犯人，他从此再也没有从集中营中走出来。这本书透过一个孩子的眼睛来讲述二战中德国集中营中的情景，以一个纳粹军官的孩子的视角来审视那个一特殊的年代。
https://book.douban.com/subject/5267345/,最后的歌,真爱，是勇于承担，是一份坚定的责任。谁都会有成长的烦恼、理想的取舍、爱情的抉择。唯有真爱能化解一切，点燃希望之歌。离婚的钢琴教授史蒂文独居故时的海边，越来越感觉到错过了生命中最宝贵的东西——对孩子和家庭的爱。家族遗传的胃病一直困扰着他，他知道自己已时日无多，想最后创作自己一首属于自己的歌。有时，人生就像一首歌。17岁判逆的女儿罗妮因为幼时父母离异与父亲疏远，也因此放弃了深爱的钢琴表演。这个暑假母亲刻意安排她和弟弟乔纳从纽约到海边与父亲史蒂文相聚，一系列的事故让这次海边之行变得曲折又离奇。在小岛上和父亲一起的日子，罗妮渐渐知道了真相，领悟了父亲的真爱，在最后的珍贵时光里，她替父亲写完了那首歌。看着父亲在歌声中微笑着离开了人世，罗妮也感觉到新的人生开始了。这是父亲生命中的最后一首歌，也是女儿新生活的第一首歌。这个多事的假期罗妮还经历了一场突如奇
https://book.douban.com/subject/5921783/,瓶中信,《瓶中信》内容简介：一次偶然的机会，特丽莎发现了一个漂流瓶，瓶中有一封署名为盖瑞特的信。她被信中的深爱打动了，她很好奇，这个让人如此心痛的男人究竟有怎样的遭遇？之后她又陆续发现了几封同样的信，循着信中的线索，她终于如愿与盖瑞特相识。在特丽莎的眼里，盖瑞特是个英俊且多情的男人，他一直无法摆脱妻子离世的悲伤。特丽莎虽然能够感受到盖瑞特对她的爱，但不是全部，她为此黯然神伤。多情的男人和执著的女人，他们的感情在命运的安排下就此展开……
https://book.douban.com/subject/5297291/,大而不倒,该书通过一幕幕生动的场景描述，向读者客观而详尽地展现了金融危机发生之后美国主要监管机构和投行的众生相。在这部作品中，你可以看到雷曼是如何一步步地自断生路，监管机构是如何在“政治正确”的牵绊下做出选择，各大投行又是如何在人人自危的环境下力求自保。前所未有的访谈，不曾公开的华尔街决策内幕，揭示了美国经济萧条如何发展成全球金融危机，再现了从银行到政府再到整个美国身处金融危机第一现场的反应。
https://book.douban.com/subject/6265782/,闪灵,令人窒息的恐怖经典！“恐怖大师”斯蒂芬?金的巅峰之作！小男孩丹尼天生具有一种超感预知的能力——“闪灵”。他带着不祥的梦兆，随父亲杰克?托兰斯和母亲温迪来到了科罗拉多州深山中的好望宾馆——杰克为生计所迫，不得不担任漫长冬季的宾馆看守人。自从杰克一家住进好望宾馆后，离奇诡异的事件接二连三地发生：被杀虫剂杀死的黄蜂成群复活，剪成动物形状的树篱蠢蠢欲动，无人的房间里响起咚咚的脚步声……杰克无意中在地下室的旧纸堆中发现了关于宾馆历史的剪报簿，沉迷其中，精神日渐委顿。空寂阴森的宾馆使一家人的内心狂躁不安，沉重怪诞的寂静中，疯狂与绝望正在蔓延……丹尼的“闪灵”越来越强烈了。在这大雪封山、与世隔绝的好望宾馆中，除了托兰斯一家人，黑暗深处还有谁在与他们共享宾馆呢？
https://book.douban.com/subject/3243069/,101只斑点狗,，它讲述的是一对漂亮的花斑狗生了15只小狗。这些小狗被人偷走，与其他狗狗的帮助下，两只斑点狗历尽艰险，终于战胜了凶狠的坏人，救出了自己的儿女和其他被抓的小狗，平安回到主人家。
https://book.douban.com/subject/3290031/,罗丹岛之恋,就在这个周末，她与一个陌生人坠入爱河，从此再也不会爱上任何人。你是否找到值得回味一生的真爱？如果你已花费大半生去寻找，如今仍两手空空，那么，在你的后半生还能否有此奢望？荒僻的美景，孤独的游客，偶然的邂逅，燃烧的激情……在这座被暴风席卷的罗丹岛上，艾德琳与保罗仿佛迷航的小船短暂的交会，竟成为彼此永不磨灭的印记……我们是否找到了真爱？如果我们已经用大半辈子去寻找精神上的伴侣而如今却两手空空，那么在后半辈子是否还能有此奢望？荒僻的美景，孤独的游客，偶然的邂逅，燃烧的激情……女主人公在过去与现在的时空中自由地编织，没有人知道，14年前，在罗丹岛蔚蓝色的深深海底，曾发生过如何剧烈地暗涌。不羁的爱恋能否得到宽恕？逝去的生命能否获得救赎？……《罗丹岛之恋》让我们深深了解，世间有一种爱，是能够超越时限与生死。艾德琳多年的婚姻已进入疲乏期。为了暂时逃避，她前.
https://book.douban.com/subject/6451549/,辛德勒名单,《辛德勒名单》是澳大利亚“国宝级”作家托马斯?基尼利以真实人物和事件为基础创作的一部伟大的人道主义历史小说，为奥斯卡?辛德勒这个纳粹党员、发了战争财的工业家作传，重现和探索了他之不惜冒身家性命的危险，拯救出一千三百多名犹太劳工的历史史实和心理过程。基尼利要写出在最黑暗的历史时刻，在面临历史上空前的人类浩劫时，人的精神所具有的伟大力量，同时又竭尽全力要为辛德勒“去魅”，驱散笼罩在这个伟大的拯救者、上帝的替身、犹太民族的“大义人”身上的光环和“迷思”，还他这个“如此含混复杂又如此崇高伟大的人物”的“真身”。所以他决定以小说的形式去展现这个人物，但同时又“力避一切向壁虚构”，所有的事件，哪怕最琐碎的细节全部都有历史文件以及当事人的回忆作为支撑。虽然基尼利的这种创作方式导致《辛德勒名单》在获布克奖后，引起这到底是纪实还是小说的争论，事实证明这种创作方法取得
https://book.douban.com/subject/5941555/,大地惊雷,十九世纪下半叶，内战结束不久的美国南方，治安混乱，盗贼横行。十四岁的少女马蒂·罗斯生性倔强，因父亲被恶人钱妮杀害，决议为父寻仇。他找到当时威名赫赫的联邦执法官考伯恩双方达成交易，一起捉拿凶犯；再加上因钱妮的前科而从德克萨斯一路寻踪而来的骑警拉伯伊夫，三人共同踏上了一场前途未卜的追凶之路·····
https://book.douban.com/subject/5289426/,在云端,瑞恩·布林厄姆供职于美国内布拉斯加州奥马哈市一家专为其他公司提供裁员服务的公司，一年有300多天辗转于全国各地解雇他人，几乎以机场为家。在一次例行裁员旅行中，瑞恩遇到了商务美女亚历克斯，二人一见钟情，却都满足于维系随意的性伴侣关系。与此同时，瑞恩公司的大学生新人娜塔莉得到了公司总裁的青睐，竭力推广通过网络视频会议远程裁员的改革。瑞恩反对变革，却不得不带娜塔莉四处实习熟悉业务……
https://book.douban.com/subject/6732278/,一江流过水悠悠,陆谷孙教授新译，电影《大河恋》原著学者暮年讲述亲情、感人至深的美国文学新经典《瓦尔登湖》之后回返自然，细腻真淳的哲思佳品典雅文字咏叹似水哀愁，简素插图追摹林壑清美。美国西部小 城密苏拉，山林环抱，大河流淌，河中鳟鱼肥美。长老会牧师的儿子，诺曼和保罗，在浓郁的宗教氛围中长大，并习得了一门被他们奉若宗教的蝇钓技艺，弟弟保罗更是此中高手。兄弟情意甚笃，工作后分居两地，仍不时相约垂钓。但性情刚硬又嗜赌的保罗偏离了生活的安全轨迹，终致盛年早夭，也令挚爱却无法理解和帮助他的亲人哀痛不已。多年后，退休的诺曼再次来到古老的大泥腿河畔，回忆起兄弟二人和老父一起垂钓的情景，往事悠悠，哀思逐水流。诺曼似乎在岩石下喁喁细语的水声中听到了逝者的
https://book.douban.com/subject/1215344/,超级礼物,当史蒡芬家族接获瑞德叔公的死讯时，每个人都在凯觎他丰厚的遗产，年轻的杰森·史蒂芬也不例外。在遗产分配会议上，其他亲属一个个领着价值百万美金的礼物出去，排在最后的杰森际遇却是不同，只得到了一卷家庭录影带。请来加入杰森历时一年的扭转人生之旅，一起体会他的投资与回报，在扣人心弦的故事情节中，跟着杰森一起成长。
https://book.douban.com/subject/1228110/,天使与魔鬼,虔诚的上帝信徒——欧洲原子核研究组织的杰出科学家列奥纳多·维特勒毕生致力于以科学的手段证明神的存在。他和其养女、神秘妩媚的科学家维特多利亚在实验室里进行高度机密的试验，成功地制造出了一种极其强大的能量——“反物质”。在这个重大发现尚未对外公布时，列奥纳多在实验室里惨遭杀害，一颗眼珠被凶手挖走，胸口上赫然印着一个神秘的标记——“光照派”！更令人震惊的是，藏在地下的反物质不翼而飞。哈佛大学的符号学专家罗伯特·兰登应欧洲原子核研究组织首领之邀，前来调查这个神秘的符号。就在他到达的当天，失踪的反物质在梵蒂冈城地下某处被人发现。离开了实验室的反物质，会在二十四小时之后自行爆炸。这天正是天主教教皇选举日。来自世界各地的天主教首领会聚在梵蒂冈城，藏在地下的反物质就如同一枚定时炸弹，如不能及时找到，整个梵蒂冈城便会在顷刻间灰飞烟灭。形势刻不容缓，兰登与维特多利亚.
https://book.douban.com/subject/2265995/,大象的眼泪,虽然雅各绝口不谈往事，但一个说不出口的秘密仍旧蛰伏在他九十多岁的心灵深处。雅各衣食无忧的单纯生活在23岁时戛然而止：父母双亡，身无分文，被迫从兽医名校肆业出逃。因缘际会，他成为“班齐尼兄弟天下第一大马戏团”的兽医，沿着铁路线巡回表演，亲历了1930年代美国大萧条时期最光怪陆离之所。马戏团，一个对生与死都以其独特方式呈现的世界。在这里，畸型人与小丑轮流献艺，喜怒哀乐同时上演。对雅各而言，马戏团是他的救赎，但却也是人间的炼狱，是他梦想的驻扎之地，也是流离失所的开始……他爱上了马戏团明星玛莲娜——美丽又楚楚可怜的玛莲娜已经错嫁给了外表英俊、内心残暴的马戏总监奥古斯特。一头名叫萝西的大象，是马戏团主倾家荡产押下的法宝，却居然连最简单的命令也无法听懂。低鸣、哀哭、长嚎，萝西每日在奥古斯特残暴的象钩下受尽折磨。雅各、玛莲娜，萝西，两人一象在舞动、飞跃、空翻、
https://book.douban.com/subject/5283663/,另一个波琳家的女孩,波琳家的一对姊妹安妮与玛丽，犹如硬币的两面，一体共生，相反相成，她们之间的竞争势将持续到生命终止。为获显赫的家族地位，玛丽和安妮相继入宫，以期得到国王的青睐。她们的任务如此相似：当一个波琳女孩获得宠爱时，另一个必须不遗余力地支持。这样的同盟关系掺杂了算计和仇恨，但仍不能切断手足之情。在社交场的虚伪和做作面前，青春、幻想还有爱情逐一消逝，玛丽感到了迷惑。在认清王室奢华背后的无常与残忍后，她最终选择同一个普通的马夫长结合，隐居乡间过着平凡而幸福的生活。安妮却不愿放弃上流社会，摆在她面前的道路已然通往王后的宝座，即使这是那么的血迹斑斑，充满罪孽。然而无论地位尊卑，作为一个国家的王后，她们永远只有两件武器：年轻貌美和传接子嗣。命运无情地嘲弄了安妮——在经历多次流产几至不孕后，她唯有做一次惊人的冒险，然而毁灭也已接踵而至……————————这部引人入胜的小..
https://book.douban.com/subject/4881998/,猜火车,住在苏格兰爱丁堡附近没落小镇雷斯的年轻人，瑞顿、西蒙、丹尼和卑比，靠领取和诈骗救济金为生，生活中除了毒品，就是酒精、暴力和女人；生活周遭，不是失业者、在社会底层挣扎求生的人，就是臭味相投的小混混。瑞顿虽然一心一意要戒毒，但总是没戒多久就又毒瘾发作而放弃；西蒙爱吸安非他命，但是更爱性，生活中除了安非他命，就是女人；丹尼个性懦弱，不愿伤害别人，却总是被人伤害；卑比是个暴力狂，爱充老大，总是领头做坏事这四个从小一起长大的同伴，经历过好友罹患艾滋病、朋友吸毒而截肢、兄长从军误中陷阱被炸死等事件之后，决定联手干一票大买卖，打算分赃之后，各自过自己梦想中的美好人生。没想到，最受大家信赖的瑞顿，竟然背叛了多年好友……《猜火车》小说版的文字比电影版更猛。 　　看了电影版而没看小说，或是因为没看电影版所以不敢看小说，都很可惜：对于当前英文俚语最有影响力的文学作品.
https://book.douban.com/subject/6003996/,恋恋笔记本,《恋恋笔记本》：热闹的纽斯河夜晚，诺亚认识了年轻貌美的艾丽，虽然家世背景不同，他们却彼此吸引、无法自拔。艾丽的突然离去使这段恋情戛然而止。失望的诺亚毅然参军，二战后，诺亚回到北卡罗来纳州，依然对十多年没有联系的艾丽魂牵梦绕。艾丽要和一位富有的律师结婚了，却无法停止思念偷走她心的那个男孩。艾丽从报上偶然看到诺亚回来的消息，她想知道他是否安然无恙，是否仍深爱着她。一段最辛酸、最动人的爱情由此展开……  
https://book.douban.com/subject/1018136/,动物庄园,用动物对人类抗争后自建家园来再现前苏联的整个历史情形，奥威尔的《动物庄园》被公认为二十世纪最杰出的政治寓言。《动物庄园》被译成二十多种文字在全世界流传，其中的有些语言还变成了人们的口头禅，和《1984》并称为乔治?奥威尔最重要的代表作。此版本收有小说的英文原文。本书以隐喻的形式写革命的发生以及革命的背叛，自然还有革命的残酷：一个农庄的动物不堪主人的压迫，在猪的带领下起来反抗，赶走了农庄主；它们建立起一个自己管理自已的家园，奉行“所有动物一律平等”的原则；两只领头的猪为了权力而互相倾轧，胜利者一方宣布另一方是叛徒、内奸；猪们逐渐侵占了其他动物的劳动成果，成为新的特权阶级；动物们稍有不满，便招致血腥的清洗；统治者需要迫使猪与人结成同盟，建立起独裁专制；农庄的理想被修正为“有的动物较之其他动物更为平等”，动物们又回复到从前的悲惨状况。明眼的读者自可看出，... 
https://book.douban.com/subject/1262142/,穿PRADA的女魔头,　　小说中，刚刚大学毕业的安德里亚通过考试，进入挤满时尚杂志社的伊莱亚斯大楼，开始为这本美国销量最大、最有声望的《天桥》服务。她是主编米兰达的初级助理。不过帮助这个时尚界最有影响力的女人完成日常事务、看她编辑杂志、会见作家和模特到底意味着什么？米兰达是魔鬼一般的女人——她穿零号一线时装，吃熏肉、冰淇淋加喝星巴克却从不发胖，每天看九种报纸和七种杂志，嗜好爱玛仕纱巾，永远弄不清助理的名字。安德里亚任何时候都紧张焦虑。她终于发现自己没法再和男友保持正常关系，在巴黎的时装秀场，不知名的助理对时尚界的传奇人物说出了惊天动地的话……　　本书锋利地劈开时尚生活和时尚中人的真相，告诉你所谓时尚的多面性，特别是人在时尚面前的真实与脆弱。　　作者劳... 
https://book.douban.com/subject/2033808/,巴黎圣母院,长篇小说《巴黎圣母院》是法国文豪维克多·雨果第一部引起轰动效应的浪漫派小说。小说以十五世纪路易十一统治下的法国为背景，通过一个纯洁无辜的波希米亚女郎惨遭迫害的故事，揭露了教士的阴险卑鄙，宗教法庭的野蛮残忍，贵族的荒淫无耻和国王的专横残暴。作品鲜明地体现了反封建、反教会的意识和对人民群众的赞颂。
https://book.douban.com/subject/2132092/,道林·格雷的画像,天生漂亮异常的道林格雷因见了画家霍华德给他画的真人一样大的肖像，发现了自己惊人的美，又听信了亨利爵士的吹嘘，开始为自己韶华易逝，美貌难久感到痛苦，表示希望那幅肖像能代替自己承担岁月和心灵的负担，而让自己永远保持青春貌美。他的这个想入非非的愿望后来却莫名其妙的实现了。他开始挥霍自己的罪恶，最后这幅肖像却成为了记录恶行的证据，他因肖像而生也因肖像而死。
https://book.douban.com/subject/3596322/,隔离岛,波士顿海湾。一座与世隔绝的小岛。66名精神病罪犯被关押于此，传言岛上正在进行种种人体实验。重重戒备之下，一个杀害了三个亲生孩子的女犯雷切尔，竟诡异失踪。联邦执法官泰迪的妻子死于一场离奇大火，纵火之人也被关押在此。泰迪奉命上岛寻找雷切尔的下落，并借机调查妻子遇难真相。他查遍全岛，意外发现岛上多出一份神秘档案，第67号！岛上所有秘密无不纠结于这个多出来的人。谁是67号？一脚踏空，一个绝对料想不到的结局，让人陷入一个疯狂、诡异、悲伤的梦魇……
